ut;addr_no;country;code;city;organisation;pubs
WOS:000483925600002;6;USA;US;Cambridge;Harvard University;103
WOS:000483925600002;6;USA;US;Cambridge;Smithsonian Institution;132
WOS:000483925600002;7;USA;US;Columbus;Ohio State University;107
WOS:000483925600002;8;USA;US;Columbus;Ohio State University;107
WOS:000484349700034;1;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000484349700034;2;France;FR;Grenoble;Centre National de la Recherche Scientifique (CNRS);128
WOS:000484349700034;4;England;GB;Keele;Keele University;132
WOS:000484349700034;5;England;GB;Coventry;University of Warwick;144
WOS:000484349700034;6;England;GB;Coventry;University of Warwick;144
WOS:000484349700034;12;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000484349700034;14;France;FR;Marseille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000484349700034;18;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000484349700034;21;USA;US;Cambridge;Smithsonian Institution;132
WOS:000485158400002;6;USA;US;Berkeley;University of California System;108
WOS:000485158400002;7;USA;US;Cambridge;Smithsonian Institution;132
WOS:000485158400002;8;USA;US;Pasadena;California Institute of Technology;154
WOS:000485158400002;9;Germany;DE;Bonn;Max Planck Society;198
WOS:000485158400026;6;USA;US;Pasadena;California Institute of Technology;154
WOS:000485158400026;8;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000485158400026;11;USA;US;Columbus;Ohio State University;107
WOS:000485158400026;12;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000485158400026;14;France;FR;Toulouse;Centre National de la Recherche Scientifique (CNRS);128
WOS:000485158400026;19;England;GB;Coventry;University of Warwick;144
WOS:000485158400026;20;USA;US;Cambridge;Smithsonian Institution;132
WOS:000485158400026;21;USA;US;Pasadena;California Institute of Technology;154
WOS:000485158400026;21;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000485158400026;26;USA;US;Columbus;Ohio State University;107
WOS:000485158400026;28;Japan;JP;Nagoya;Nagoya University;116
WOS:000485158400026;29;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000485158400026;29;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000485158400026;32;Japan;JP;Asakuchi;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000485158400026;32;Japan;JP;Asakuchi;National Astronomical Observatory of Japan;135
WOS:000485158400026;33;Japan;JP;Tokyo;University of Tokyo;142
WOS:000485158400026;34;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000485158400026;34;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000485158400026;49;Scotland;GB;St Andrews;University of St Andrews;104
WOS:000485158400026;53;England;GB;Keele;Keele University;132
WOS:000485158400026;54;Japan;JP;Nagoya;Nagoya University;116
WOS:000485158400026;55;Japan;JP;Nagoya;Nagoya University;116
WOS:000485158400026;63;USA;US;Santa Barbara;University of California System;108
WOS:000485158400026;68;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000485158400038;1;Germany;DE;Garching;Max Planck Society;198
WOS:000486137600001;2;Japan;JP;Tokyo;University of Tokyo;142
WOS:000486137600001;4;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000486137600001;4;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000486137600001;5;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000487184400003;3;Spain;ES;Gergal;Max Planck Society;198
WOS:000487184400003;4;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000487185300001;6;Germany;DE;Garching;Max Planck Society;198
WOS:000487185300001;10;France;FR;Marseille;Centre National de la Recherche Scientifique (CNRS);128
WOS:000487185300001;16;USA;US;Santa Barbara;University of California System;108
WOS:000487185300001;21;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000487185300001;21;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000487185300001;25;USA;US;La Jolla;University of California System;108
WOS:000487185300001;27;USA;US;Berkeley;University of California System;108
WOS:000487185300001;32;England;GB;Coventry;University of Warwick;144
WOS:000487185300001;42;USA;US;Davis;University of California System;108
WOS:000487214800002;1;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000487214800002;2;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000487214800002;3;USA;US;Columbus;Ohio State University;107
WOS:000487214800002;7;USA;US;Cambridge;Harvard University;103
WOS:000487214800002;7;USA;US;Cambridge;Smithsonian Institution;132
WOS:000487214800002;8;USA;US;Pasadena;California Institute of Technology;154
WOS:000488058300001;2;USA;US;Columbus;Ohio State University;107
WOS:000488058300001;4;USA;US;Columbus;Ohio State University;107
WOS:000488058300001;8;USA;US;Santa Cruz;University of California System;108
WOS:000489288600048;3;France;FR;Clermont Ferrand;Centre National de la Recherche Scientifique (CNRS);128
WOS:000489288600089;5;England;GB;Coventry;University of Warwick;144
WOS:000489288600089;6;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000489288600089;7;England;GB;Coventry;University of Warwick;144
WOS:000489298100076;1;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000489298100076;2;England;GB;Keele;Keele University;132
WOS:000489298100076;5;Scotland;GB;North Haugh;University of St Andrews;104
WOS:000489298100076;8;England;GB;Coventry;University of Warwick;144
WOS:000489298100076;9;England;GB;Coventry;University of Warwick;144
WOS:000489302400055;1;England;GB;Coventry;University of Warwick;144
WOS:000489302400055;2;England;GB;Coventry;University of Warwick;144
WOS:000489302400055;8;Switzerland;CH;Versoix;University of Geneva;100
WOS:000491241500017;1;Japan;JP;Nagoya;Nagoya University;116
WOS:000491355100016;4;USA;US;Cambridge;Harvard University;103
WOS:000491355100016;5;USA;US;Cambridge;Harvard University;103
WOS:000491355100016;5;USA;US;Cambridge;Smithsonian Institution;132
WOS:000496922300109;1;England;GB;Keele;Keele University;132
WOS:000496922300109;2;England;GB;Coventry;University of Warwick;144
WOS:000496922300109;5;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000496922300109;7;Scotland;GB;North Haugh;University of St Andrews;104
WOS:000496926900074;1;England;GB;Keele;Keele University;132
WOS:000496926900074;4;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000496926900074;5;England;GB;Coventry;University of Warwick;144
WOS:000496926900074;6;England;GB;Coventry;University of Warwick;144
WOS:000496926900074;7;Scotland;GB;North Haugh;University of St Andrews;104
WOS:000498944400001;6;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000503507000008;1;USA;US;Cambridge;Smithsonian Institution;132
WOS:000503507000008;6;England;GB;Coventry;University of Warwick;144
WOS:000503507000008;7;England;GB;Coventry;University of Warwick;144
WOS:000503507000008;9;USA;US;Riverside;University of California System;108
WOS:000503507000008;10;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000503507000008;19;USA;US;Pasadena;California Institute of Technology;154
WOS:000503507000008;19;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000503507000008;20;Switzerland;CH;Versoix;University of Geneva;100
WOS:000503507000008;22;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000503507000008;27;USA;US;Santa Cruz;University of California System;108
WOS:000503507000008;36;Japan;JP;Tokyo;University of Tokyo;142
WOS:000503507000008;41;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000503507000008;42;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000503507000008;43;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000503507000008;43;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000503507000008;46;USA;US;Washington;National Aeronautics & Space Administration (NASA);162
WOS:000503507000016;2;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000505741300003;4;Japan;JP;Tokyo;University of Tokyo;142
WOS:000505741300003;5;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000505741300003;7;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000505741300003;7;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000505741300003;8;Japan;JP;Tokyo;University of Tokyo;142
WOS:000505741300003;14;USA;US;Cambridge;Smithsonian Institution;132
WOS:000505741300003;19;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000505741300003;21;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000505741300003;21;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000512302100095;7;England;GB;Coventry;University of Warwick;144
WOS:000512302100095;8;England;GB;Coventry;University of Warwick;144
WOS:000512302100095;9;Switzerland;CH;Sauverny;University of Geneva;100
WOS:000512310600098;4;USA;US;Pasadena;California Institute of Technology;154
WOS:000512310600098;12;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000512310600098;12;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000512310600098;20;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000512310600098;21;USA;US;Berkeley;University of California System;108
WOS:000512329900069;1;USA;US;Pasadena;California Institute of Technology;154
WOS:000512329900069;3;France;FR;Paris;Centre National de la Recherche Scientifique (CNRS);128
WOS:000512329900103;2;Japan;JP;Tokyo;University of Tokyo;142
WOS:000514927100002;4;Germany;DE;Garching;Max Planck Society;198
WOS:000518678600001;3;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000518678600001;4;USA;US;Columbus;Ohio State University;107
WOS:000518678600001;6;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000518678600001;14;USA;US;Davis;University of California System;108
WOS:000518678600001;17;USA;US;Pasadena;California Institute of Technology;154
WOS:000518678600001;18;England;GB;Coventry;University of Warwick;144
WOS:000518680400001;2;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000518680400001;4;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000518680400001;5;USA;US;Columbus;Ohio State University;107
WOS:000518680400001;17;USA;US;Davis;University of California System;108
WOS:000518680400001;18;USA;US;Pasadena;California Institute of Technology;154
WOS:000518680400001;19;England;GB;Coventry;University of Warwick;144
WOS:000518680400001;20;Japan;JP;Nagoya;Nagoya University;116
WOS:000518680400001;21;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000518680400001;21;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000518680400001;25;Japan;JP;Tokyo;University of Tokyo;142
WOS:000518680400001;27;Japan;JP;Tokyo;University of Tokyo;142
WOS:000518680400001;28;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000518680400001;28;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000518736500001;2;USA;US;La Jolla;University of California System;108
WOS:000518736500001;11;England;GB;Coventry;University of Warwick;144
WOS:000518896500003;1;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000518896500003;2;USA;US;Columbus;Ohio State University;107
WOS:000518896500003;3;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000518896500003;6;USA;US;Cambridge;Smithsonian Institution;132
WOS:000518896500003;7;USA;US;Pasadena;California Institute of Technology;154
WOS:000518896500003;15;England;GB;Coventry;University of Warwick;144
WOS:000518896500003;16;USA;US;Pasadena;California Institute of Technology;154
WOS:000518896500003;16;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000518896500003;17;USA;US;Pasadena;California Institute of Technology;154
WOS:000518896500003;17;USA;US;Pasadena;National Aeronautics & Space Administration (NASA);162
WOS:000518896500003;18;USA;US;Pasadena;California Institute of Technology;154
WOS:000518896500003;19;Japan;JP;Nagoya;Nagoya University;116
WOS:000518896500003;20;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000518896500003;20;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000518896500003;24;Japan;JP;Tokyo;University of Tokyo;142
WOS:000518896500003;26;Japan;JP;Tokyo;University of Tokyo;142
WOS:000518896500003;27;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000518896500003;27;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000518896500003;34;France;FR;Toulouse;Centre National de la Recherche Scientifique (CNRS);128
WOS:000518915400001;1;South Korea;KR;Daejeon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000519059900001;1;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000519059900001;2;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000519059900001;3;Japan;JP;Tokyo;University of Tokyo;142
WOS:000520437500001;2;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000520437500001;4;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000520437500001;5;USA;US;Columbus;Ohio State University;107
WOS:000520437500001;9;USA;US;Pasadena;California Institute of Technology;154
WOS:000520437500001;10;USA;US;Cambridge;Smithsonian Institution;132
WOS:000520437500001;15;USA;US;Davis;University of California System;108
WOS:000520437500001;16;England;GB;Coventry;University of Warwick;144
WOS:000520437500001;17;Japan;JP;Nagoya;Nagoya University;116
WOS:000520437500001;18;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000520437500001;18;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000520437500001;22;Japan;JP;Tokyo;University of Tokyo;142
WOS:000520437500001;24;Japan;JP;Tokyo;University of Tokyo;142
WOS:000520437500001;25;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000520437500001;25;Japan;JP;Mitaka;National Astronomical Observatory of Japan;135
WOS:000520500200001;1;South Korea;KR;Daejon;Korea Astronomy & Space Science Institute (KASI);121
WOS:000520500200001;5;Germany;DE;Heidelberg;Max Planck Society;198
WOS:000520500200001;6;USA;US;Columbus;Ohio State University;107
WOS:000520500200001;10;USA;US;Pasadena;California Institute of Technology;154
WOS:000520569500001;1;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000520569500001;2;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000520569500001;3;Japan;JP;Tokyo;University of Tokyo;142
WOS:000521372000001;5;Japan;JP;Tokyo;University of Tokyo;142
WOS:000521372000001;15;USA;US;Moffett Field;National Aeronautics & Space Administration (NASA);162
WOS:000521372000001;16;England;GB;Keele;Keele University;132
WOS:000521372000001;17;England;GB;Coventry;University of Warwick;144
WOS:000521372000001;20;France;FR;Grenoble;Centre National de la Recherche Scientifique (CNRS);128
WOS:000521372000001;24;USA;US;Cambridge;Harvard University;103
WOS:000521372000001;24;USA;US;Cambridge;Smithsonian Institution;132
WOS:000521372000001;28;USA;US;Greenbelt;National Aeronautics & Space Administration (NASA);162
WOS:000521372000001;28;USA;US;Greenbelt;NASA Goddard Space Flight Center;107
WOS:000522095800014;1;Japan;JP;Mitaka;National Institutes of Natural Sciences (NINS) - Japan;168
WOS:000522095800014;2;Japan;JP;Tokyo;University of Tokyo;142
